Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Prefix_BondNumber_x,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status,Prefix_BondNumber_y
2488,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,5548,10000000,691,3300196,OC_5548,1090,00847201904180000001270,2019-04-18,2019-04-18,2019-05-02,NAVAYUGA  ENGINEERING COMPANY LIMITED,10000000,847,8424020,Paid,OC_5548
2489,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,5527,10000000,691,3300196,OC_5527,1091,00847201904180000001270,2019-04-18,2019-04-18,2019-05-02,NAVAYUGA  ENGINEERING COMPANY LIMITED,10000000,847,8424020,Paid,OC_5527
2490,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,5535,10000000,691,3300196,OC_5535,1092,00847201904180000001270,2019-04-18,2019-04-18,2019-05-02,NAVAYUGA  ENGINEERING COMPANY LIMITED,10000000,847,8424020,Paid,OC_5535
2491,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,5324,10000000,691,3300196,OC_5324,1093,00847201904180000001270,2019-04-18,2019-04-18,2019-05-02,NAVAYUGA  ENGINEERING COMPANY LIMITED,10000000,847,8424020,Paid,OC_5324
2492,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,5549,10000000,691,3300196,OC_5549,1094,00847201904180000001270,2019-04-18,2019-04-18,2019-05-02,NAVAYUGA  ENGINEERING COMPANY LIMITED,10000000,847,8424020,Paid,OC_5549
2493,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,5526,10000000,691,3300196,OC_5526,1095,00847201904180000001270,2019-04-18,2019-04-18,2019-05-02,NAVAYUGA  ENGINEERING COMPANY LIMITED,10000000,847,8424020,Paid,OC_5526
2494,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,6410,10000000,691,3300196,OC_6410,1200,00691201904200000001301,2019-04-20,2019-04-20,2019-05-04,ADIT BUILD WELL PVT LTD,10000000,691,3300196,Paid,OC_6410
2495,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,6459,10000000,691,3300196,OC_6459,1261,00691201904200000001320,2019-04-20,2019-04-20,2019-05-04,OM METALS DEVELOPERS (P) LTD.,10000000,691,3300196,Paid,OC_6459
2496,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,1025,10000000,691,3300196,OC_1025,1298,00813201904200000001304,2019-04-20,2019-04-20,2019-05-04,SPPL PROPERTY MANAGEMENT PVT LTD,10000000,813,3122247,Paid,OC_1025
2497,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,1027,10000000,691,3300196,OC_1027,1299,00813201904200000001304,2019-04-20,2019-04-20,2019-05-04,SPPL PROPERTY MANAGEMENT PVT LTD,10000000,813,3122247,Paid,OC_1027
2498,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,1026,10000000,691,3300196,OC_1026,1300,00813201904200000001304,2019-04-20,2019-04-20,2019-05-04,SPPL PROPERTY MANAGEMENT PVT LTD,10000000,813,3122247,Paid,OC_1026
2504,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12981,1000000,691,4567455,TL_12981,662,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12981
2505,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12995,1000000,691,4567455,TL_12995,663,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12995
2506,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12985,1000000,691,4567455,TL_12985,664,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12985
2507,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12997,1000000,691,4567455,TL_12997,665,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12997
2508,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12989,1000000,691,4567455,TL_12989,666,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12989
2509,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12999,1000000,691,4567455,TL_12999,667,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12999
2510,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12991,1000000,691,4567455,TL_12991,668,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12991
2511,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12993,1000000,691,4567455,TL_12993,669,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12993
2512,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12983,1000000,691,4567455,TL_12983,670,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12983
2513,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12987,1000000,691,4567455,TL_12987,671,00300201904160000001211,2019-04-16,2019-04-16,2019-04-30,PEGASUS PROPERTIES PVT LTD,1000000,300,4180496,Paid,TL_12987
2514,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12936,1000000,691,4567455,TL_12936,553,00300201904160000001220,2019-04-16,2019-04-16,2019-04-30,KEYSTONE REALTORS PVT LTD,1000000,300,4180496,Paid,TL_12936
2515,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12990,1000000,691,4567455,TL_12990,844,00300201904180000001252,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_12990
2516,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12992,1000000,691,4567455,TL_12992,845,00300201904180000001252,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_12992
2517,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12994,1000000,691,4567455,TL_12994,846,00300201904180000001253,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_12994
2518,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12996,1000000,691,4567455,TL_12996,847,00300201904180000001253,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_12996
2519,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12988,1000000,691,4567455,TL_12988,848,00300201904180000001254,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_12988
2520,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13000,1000000,691,4567455,TL_13000,849,00300201904180000001256,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_13000
2521,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13004,1000000,691,4567455,TL_13004,850,00300201904180000001256,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_13004
2522,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13002,1000000,691,4567455,TL_13002,851,00300201904180000001256,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_13002
2523,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12998,1000000,691,4567455,TL_12998,852,00300201904180000001256,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_12998
2524,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13006,1000000,691,4567455,TL_13006,853,00300201904180000001256,2019-04-18,2019-04-18,2019-05-02,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000,300,4180496,Paid,TL_13006
2525,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13011,1000000,691,4567455,TL_13011,1049,00300201904180000001271,2019-04-18,2019-04-18,2019-05-02,MEHERFOUNDATIONSANDCIVILENGPVT,1000000,300,4180496,Paid,TL_13011
2526,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13005,1000000,691,4567455,TL_13005,1050,00300201904180000001271,2019-04-18,2019-04-18,2019-05-02,MEHERFOUNDATIONSANDCIVILENGPVT,1000000,300,4180496,Paid,TL_13005
2527,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13007,1000000,691,4567455,TL_13007,1051,00300201904180000001271,2019-04-18,2019-04-18,2019-05-02,MEHERFOUNDATIONSANDCIVILENGPVT,1000000,300,4180496,Paid,TL_13007
2528,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13003,1000000,691,4567455,TL_13003,1052,00300201904180000001271,2019-04-18,2019-04-18,2019-05-02,MEHERFOUNDATIONSANDCIVILENGPVT,1000000,300,4180496,Paid,TL_13003
2529,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13009,1000000,691,4567455,TL_13009,1053,00300201904180000001271,2019-04-18,2019-04-18,2019-05-02,MEHERFOUNDATIONSANDCIVILENGPVT,1000000,300,4180496,Paid,TL_13009
2530,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13010,1000000,691,4567455,TL_13010,872,00300201904180000001275,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13010
2531,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13016,1000000,691,4567455,TL_13016,873,00300201904180000001275,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13016
2532,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13014,1000000,691,4567455,TL_13014,874,00300201904180000001275,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13014
2533,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13012,1000000,691,4567455,TL_13012,875,00300201904180000001275,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13012
2534,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13008,1000000,691,4567455,TL_13008,876,00300201904180000001275,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13008
2535,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13019,1000000,691,4567455,TL_13019,877,00300201904180000001277,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13019
2536,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13017,1000000,691,4567455,TL_13017,878,00300201904180000001277,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13017
2537,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13021,1000000,691,4567455,TL_13021,879,00300201904180000001277,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13021
2538,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13013,1000000,691,4567455,TL_13013,880,00300201904180000001277,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13013
2539,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13015,1000000,691,4567455,TL_13015,881,00300201904180000001277,2019-04-18,2019-04-18,2019-05-02,BAJAJ AUTO LTD,1000000,300,4180496,Paid,TL_13015
2540,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13031,1000000,691,4567455,TL_13031,1226,00300201904200000001319,2019-04-20,2019-04-20,2019-05-04,GANNON DUNKERLEY AND CO LIMITED,1000000,300,4180496,Paid,TL_13031
2541,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13037,1000000,691,4567455,TL_13037,1227,00300201904200000001319,2019-04-20,2019-04-20,2019-05-04,GANNON DUNKERLEY AND CO LIMITED,1000000,300,4180496,Paid,TL_13037
2542,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13035,1000000,691,4567455,TL_13035,1228,00300201904200000001319,2019-04-20,2019-04-20,2019-05-04,GANNON DUNKERLEY AND CO LIMITED,1000000,300,4180496,Paid,TL_13035
2543,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13039,1000000,691,4567455,TL_13039,1229,00300201904200000001319,2019-04-20,2019-04-20,2019-05-04,GANNON DUNKERLEY AND CO LIMITED,1000000,300,4180496,Paid,TL_13039
2544,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,13033,1000000,691,4567455,TL_13033,1230,00300201904200000001319,2019-04-20,2019-04-20,2019-05-04,GANNON DUNKERLEY AND CO LIMITED,1000000,300,4180496,Paid,TL_13033
2571,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2344,1000000,691,3300196,TL_2344,116,00078201904120000001157,2019-04-12,2019-04-12,2019-04-26,KAMLANG SAW & VENEER MILLS PVT LTD,1000000,78,7601204,Paid,TL_2344
2572,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2341,1000000,691,3300196,TL_2341,117,00078201904120000001157,2019-04-12,2019-04-12,2019-04-26,KAMLANG SAW & VENEER MILLS PVT LTD,1000000,78,7601204,Paid,TL_2341
2573,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2359,1000000,691,3300196,TL_2359,265,00078201904120000001163,2019-04-12,2019-04-12,2019-04-26,SKYWORLD DEVELOPERS LLP,1000000,78,7601204,Paid,TL_2359
2574,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2357,1000000,691,3300196,TL_2357,176,00078201904120000001167,2019-04-12,2019-04-12,2019-04-26,MYRIAD DEVELOPERS,1000000,78,7601204,Paid,TL_2357
2575,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2351,1000000,691,3300196,TL_2351,260,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid,TL_2351
2576,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2353,1000000,691,3300196,TL_2353,261,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid,TL_2353
2577,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2355,1000000,691,3300196,TL_2355,262,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid,TL_2355
2578,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2349,1000000,691,3300196,TL_2349,263,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid,TL_2349
2579,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2346,1000000,691,3300196,TL_2346,264,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid,TL_2346
2580,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11560,1000000,691,3300196,TL_11560,747,00001201904160000001222,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11560
2581,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11559,1000000,691,3300196,TL_11559,748,00001201904160000001222,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11559
2582,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11564,1000000,691,3300196,TL_11564,749,00001201904160000001222,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11564
2583,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11563,1000000,691,3300196,TL_11563,750,00001201904160000001222,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11563
2584,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11561,1000000,691,3300196,TL_11561,751,00001201904160000001222,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11561
2585,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11573,1000000,691,3300196,TL_11573,752,00001201904160000001225,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11573
2586,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11571,1000000,691,3300196,TL_11571,753,00001201904160000001225,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11571
2587,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11570,1000000,691,3300196,TL_11570,754,00001201904160000001225,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11570
2588,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11569,1000000,691,3300196,TL_11569,755,00001201904160000001225,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11569
2589,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11574,1000000,691,3300196,TL_11574,756,00001201904160000001225,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11574
2590,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11572,1000000,691,3300196,TL_11572,757,00001201904160000001226,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11572
2591,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11577,1000000,691,3300196,TL_11577,758,00001201904160000001226,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11577
2592,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11578,1000000,691,3300196,TL_11578,759,00001201904160000001226,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11578
2593,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11575,1000000,691,3300196,TL_11575,760,00001201904160000001226,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11575
2594,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11576,1000000,691,3300196,TL_11576,761,00001201904160000001226,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11576
2595,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11583,1000000,691,3300196,TL_11583,762,00001201904160000001227,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11583
2596,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11580,1000000,691,3300196,TL_11580,763,00001201904160000001227,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11580
2597,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11584,1000000,691,3300196,TL_11584,764,00001201904160000001227,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11584
2598,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11581,1000000,691,3300196,TL_11581,765,00001201904160000001227,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11581
2599,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11579,1000000,691,3300196,TL_11579,766,00001201904160000001227,2019-04-16,2019-04-16,2019-04-30,UM CABLES LIMITED,1000000,1,5899230,Paid,TL_11579
2600,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10957,1000000,691,3300196,TL_10957,486,00691201904160000001228,2019-04-16,2019-04-16,2019-04-30,JAI SUSPENSION SYSTEMS LLP,1000000,691,3300196,Paid,TL_10957
2601,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10960,1000000,691,3300196,TL_10960,487,00691201904160000001228,2019-04-16,2019-04-16,2019-04-30,JAI SUSPENSION SYSTEMS LLP,1000000,691,3300196,Paid,TL_10960
2602,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10959,1000000,691,3300196,TL_10959,488,00691201904160000001228,2019-04-16,2019-04-16,2019-04-30,JAI SUSPENSION SYSTEMS LLP,1000000,691,3300196,Paid,TL_10959
2603,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10938,1000000,691,3300196,TL_10938,489,00691201904160000001228,2019-04-16,2019-04-16,2019-04-30,JAI SUSPENSION SYSTEMS LLP,1000000,691,3300196,Paid,TL_10938
2604,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10958,1000000,691,3300196,TL_10958,490,00691201904160000001228,2019-04-16,2019-04-16,2019-04-30,JAI SUSPENSION SYSTEMS LLP,1000000,691,3300196,Paid,TL_10958
2605,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12634,1000000,691,3300196,TL_12634,1060,00691201904180000001269,2019-04-18,2019-04-18,2019-05-02,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid,TL_12634
2606,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12630,1000000,691,3300196,TL_12630,1061,00691201904180000001269,2019-04-18,2019-04-18,2019-05-02,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid,TL_12630
2607,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12632,1000000,691,3300196,TL_12632,1062,00691201904180000001269,2019-04-18,2019-04-18,2019-05-02,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid,TL_12632
2608,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12635,1000000,691,3300196,TL_12635,1063,00691201904180000001269,2019-04-18,2019-04-18,2019-05-02,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid,TL_12635
2609,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12636,1000000,691,3300196,TL_12636,1065,00691201904180000001269,2019-04-18,2019-04-18,2019-05-02,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid,TL_12636
2610,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11502,1000000,691,3300196,TL_11502,1307,00001201904200000001317,2019-04-20,2019-04-20,2019-05-04,STAR CEMENT MEGHALAYA LIMITED,1000000,1,5899230,Paid,TL_11502
2611,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11503,1000000,691,3300196,TL_11503,1309,00001201904200000001317,2019-04-20,2019-04-20,2019-05-04,STAR CEMENT MEGHALAYA LIMITED,1000000,1,5899230,Paid,TL_11503
2612,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11504,1000000,691,3300196,TL_11504,1310,00001201904200000001317,2019-04-20,2019-04-20,2019-05-04,STAR CEMENT MEGHALAYA LIMITED,1000000,1,5899230,Paid,TL_11504
2613,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11509,1000000,691,3300196,TL_11509,1312,00001201904200000001317,2019-04-20,2019-04-20,2019-05-04,STAR CEMENT MEGHALAYA LIMITED,1000000,1,5899230,Paid,TL_11509
2614,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11505,1000000,691,3300196,TL_11505,1314,00001201904200000001317,2019-04-20,2019-04-20,2019-05-04,STAR CEMENT MEGHALAYA LIMITED,1000000,1,5899230,Paid,TL_11505
2615,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12615,1000000,691,3300196,TL_12615,1259,00691201904200000001315,2019-04-20,2019-04-20,2019-05-04,MR SAURABH BAKLIWAL,1000000,691,3300196,Paid,TL_12615
2616,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12646,1000000,691,3300196,TL_12646,1253,00691201904200000001316,2019-04-20,2019-04-20,2019-05-04,MEENU CREATION LLP,1000000,691,3300196,Paid,TL_12646
2617,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12643,1000000,691,3300196,TL_12643,1254,00691201904200000001316,2019-04-20,2019-04-20,2019-05-04,MEENU CREATION LLP,1000000,691,3300196,Paid,TL_12643
2618,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12633,1000000,691,3300196,TL_12633,1255,00691201904200000001316,2019-04-20,2019-04-20,2019-05-04,MEENU CREATION LLP,1000000,691,3300196,Paid,TL_12633
2619,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12644,1000000,691,3300196,TL_12644,1256,00691201904200000001316,2019-04-20,2019-04-20,2019-05-04,MEENU CREATION LLP,1000000,691,3300196,Paid,TL_12644
2620,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12645,1000000,691,3300196,TL_12645,1258,00691201904200000001316,2019-04-20,2019-04-20,2019-05-04,MEENU CREATION LLP,1000000,691,3300196,Paid,TL_12645
2621,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12647,1000000,691,3300196,TL_12647,1291,00691201904200000001318,2019-04-20,2019-04-20,2019-05-04,SHIVALIK PRINTS LIMITED,1000000,691,3300196,Paid,TL_12647
2622,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12702,1000000,691,3300196,TL_12702,1265,00691201904200000001320,2019-04-20,2019-04-20,2019-05-04,OM METALS DEVELOPERS (P) LTD.,1000000,691,3300196,Paid,TL_12702
2623,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12708,1000000,691,3300196,TL_12708,1267,00691201904200000001320,2019-04-20,2019-04-20,2019-05-04,OM METALS DEVELOPERS (P) LTD.,1000000,691,3300196,Paid,TL_12708
2624,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12707,1000000,691,3300196,TL_12707,1268,00691201904200000001320,2019-04-20,2019-04-20,2019-05-04,OM METALS DEVELOPERS (P) LTD.,1000000,691,3300196,Paid,TL_12707
2625,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12705,1000000,691,3300196,TL_12705,1269,00691201904200000001322,2019-04-20,2019-04-20,2019-05-04,PRIME SALES CORPORATION,1000000,691,3300196,Paid,TL_12705
2626,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12650,1000000,691,3300196,TL_12650,1270,00691201904200000001322,2019-04-20,2019-04-20,2019-05-04,PRIME SALES CORPORATION,1000000,691,3300196,Paid,TL_12650
2627,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12703,1000000,691,3300196,TL_12703,1271,00691201904200000001322,2019-04-20,2019-04-20,2019-05-04,PRIME SALES CORPORATION,1000000,691,3300196,Paid,TL_12703
2628,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12704,1000000,691,3300196,TL_12704,1272,00691201904200000001322,2019-04-20,2019-04-20,2019-05-04,PRIME SALES CORPORATION,1000000,691,3300196,Paid,TL_12704
